iter	Logloss
633	0.106524703
634	0.1064972206
635	0.1064113552
636	0.1063922997
637	0.1063749946
638	0.1063291763
639	0.106301802
640	0.1062781947
641	0.1061997551
642	0.1061355906
643	0.1061248851
644	0.1061107492
645	0.1059977122
646	0.1059659747
647	0.1058949791
648	0.1058652742
649	0.1058119654
650	0.1057692762
651	0.1057294235
652	0.1056834375
653	0.1056374782
654	0.1055745815
655	0.1054537026
656	0.1054025034
657	0.1053546966
658	0.105281006
659	0.1052198129
660	0.1051844314
661	0.1051297645
662	0.1050574431
663	0.1050097387
664	0.1049578377
665	0.1049180048
666	0.1048610322
667	0.1047808243
668	0.1046767004
669	0.104635096
670	0.1045856359
671	0.1045096341
672	0.1044804941
673	0.104413106
674	0.1043952119
675	0.1043513269
676	0.104244813
677	0.1042131808
678	0.1041653685
679	0.1041093764
680	0.1040435708
681	0.1039617828
682	0.1039077181
683	0.1038548352
684	0.1037943773
685	0.1037687355
686	0.1037205344
687	0.1036744196
688	0.1035473805
689	0.1034904314
690	0.1034447311
691	0.1033992806
692	0.1033415246
693	0.1033058184
694	0.1032356326
695	0.1032094652
696	0.1031444886
697	0.1030754671
698	0.1030408371
699	0.1029762454
700	0.1028962305
701	0.102869773
702	0.1028273907
703	0.102820456
704	0.1027786319
705	0.1027487501
706	0.1027176997
707	0.1027137371
708	0.1026863867
709	0.1026598563
710	0.1025826072
711	0.1025685903
712	0.1024953334
713	0.1024741985
714	0.1024211986
715	0.1023754708
716	0.1023333595
717	0.102318635
718	0.1022189531
719	0.1021721021
720	0.1021432889
721	0.1020858179
722	0.1020474478
723	0.1020406395
724	0.1020098205
725	0.1020089842
726	0.1019727462
727	0.1019322757
728	0.1019193265
729	0.1018345509
730	0.1017498731
731	0.1017054458
732	0.1016358094
733	0.101602827
734	0.101567592
735	0.1015171909
736	0.1015066083
737	0.1014913721
738	0.1014173606
739	0.1013811512
740	0.101334573
741	0.1013176408
742	0.1012932055
743	0.1012778135
744	0.1012508482
745	0.1012213451
746	0.1011378817
747	0.1010988712
748	0.1010624938
749	0.1010481684
750	0.1010284505
751	0.1009635245
752	0.1009471237
753	0.1009005074
754	0.1008349165
755	0.1007952758
756	0.1007167575
757	0.1006872683
758	0.1006456774
759	0.1006007226
760	0.1005124263
761	0.100484451
762	0.1004545508
763	0.1003943745
764	0.1003789918
765	0.1003406852
766	0.1002981455
767	0.1002755906
768	0.1002279052
769	0.1001843413
770	0.1001667156
771	0.1001190926
772	0.1000734847
773	0.1000403353
774	0.1000057862
775	0.09996341872
776	0.09990086491
777	0.09982956126
778	0.09979279792
779	0.09970877589
780	0.09968705238
781	0.09966482523
782	0.09965361289
783	0.09964038267
784	0.09956212541
785	0.09948460869
786	0.09943883738
787	0.09941657377
788	0.09939613934
789	0.09933917698
790	0.09930242507
791	0.09930170159
792	0.09929617334
793	0.09925518609
794	0.09923114943
795	0.09923062799
796	0.09922018956
797	0.09917678019
798	0.09912902622
799	0.09911327783
800	0.0990631149
801	0.09901388215
802	0.09895439811
803	0.09890630371
804	0.09884034819
805	0.09874732722
806	0.09870130031
807	0.09866971386
808	0.09863786312
809	0.09858491179
810	0.09857929939
811	0.09856070299
812	0.09851775173
813	0.09847321455
814	0.09845650331
815	0.09841726699
816	0.09835997333
817	0.0983034528
818	0.09826681248
819	0.09817834564
820	0.0981403362
821	0.09811633233
822	0.09808360481
823	0.09806712532
824	0.09802931357
825	0.0980072123
826	0.09800662722
827	0.09797849852
828	0.09794279143
829	0.09788715134
830	0.09784864807
831	0.097812607
832	0.09780358428
833	0.09775615203
834	0.09771833474
835	0.0976672167
836	0.09765942236
837	0.09762706927
838	0.09761754585
839	0.09759031119
840	0.09756578588
841	0.09752405044
842	0.09748892297
843	0.09745916352
844	0.09741276048
845	0.09741028564
846	0.09739150359
847	0.0973642973
848	0.09731556717
849	0.09729284339
850	0.09724407419
851	0.09724335726
852	0.09721842165
853	0.0972107774
854	0.09715783078
855	0.09711350385
856	0.09708446051
857	0.09705854638
858	0.09703548192
859	0.09700159189
860	0.09695050691
861	0.09692347585
862	0.09683496058
863	0.09678660098
864	0.09672075246
865	0.09670328239
866	0.09661134913
867	0.09653904526
868	0.09653076769
869	0.09652682408
870	0.09645555077
871	0.09642200649
872	0.09634647456
873	0.09624874226
874	0.09621689363
875	0.09618388364
876	0.09611267776
877	0.09606935996
878	0.09602029211
879	0.0959490497
880	0.09591963435
881	0.09590120492
882	0.09589573032
883	0.09586373049
884	0.09583414704
885	0.09576475514
886	0.09571501142
887	0.09567106436
888	0.09566179836
889	0.09562206071
890	0.09560881848
891	0.09558947423
892	0.09546974257
893	0.09546421751
894	0.09543175053
895	0.09539661772
896	0.09535041112
897	0.09527996075
898	0.09522693903
899	0.09518645074
900	0.09516939538
901	0.09514290943
902	0.09507149363
903	0.09504958247
904	0.09500446216
905	0.09494851044
906	0.09494185546
907	0.09493416195
908	0.09493214723
909	0.09491946866
910	0.09489757175
911	0.09485255208
912	0.09484373988
913	0.0948090044
914	0.09477743429
915	0.0947261687
916	0.09467832616
917	0.09465896546
918	0.0946175623
919	0.09460036717
920	0.0945833673
921	0.09455055012
922	0.09451010446
923	0.09446088294
924	0.09437791238
925	0.09437074332
926	0.09432768289
927	0.09429760621
928	0.09427291998
929	0.09427040005
930	0.09426451024
931	0.09422141489
932	0.09418193339
933	0.09410470153
934	0.0940780402
935	0.09405397954
936	0.09401820149
937	0.0939860596
938	0.09396404366
939	0.09391786271
940	0.09387678201
941	0.09385669279
942	0.093849225
943	0.09379455396
944	0.09377477781
945	0.09371709732
946	0.09369756887
947	0.09366663842
948	0.09365422965
949	0.09363465694
950	0.09357817184
951	0.0935295071
952	0.09349302982
953	0.09348560495
954	0.09345905088
955	0.09341929808
956	0.09338160875
957	0.0933535334
958	0.09332987743
959	0.09325402305
960	0.09316616762
961	0.09315408474
962	0.09310983665
963	0.09309773728
964	0.09305762719
965	0.09299456457
966	0.09293373031
967	0.0929045472
968	0.09285872385
969	0.09281294665
970	0.09273397508
971	0.09270415255
972	0.09261014368
973	0.09257226841
974	0.09249367164
975	0.0924444881
976	0.09239102802
977	0.09238774822
978	0.09234819794
979	0.09229517115
980	0.09226986121
981	0.09222380597
982	0.09220265096
983	0.09217662717
984	0.09214240541
985	0.09209511222
986	0.09206862869
987	0.09205707783
988	0.09202558043
989	0.09197039514
990	0.09189263229
991	0.09186983792
992	0.09183665031
993	0.09182405273
994	0.09179346793
995	0.09174402928
996	0.0917066201
997	0.09167358298
998	0.09165452229
999	0.09160333717
